num,score,Color,Light,Composition,color_feature,light_feature,composition_feature
50799.jpg,0.535294118,0.556862746,0.556862746,0.512745098,"[1.0, 0.1796116504854369, 0.2744431279620853, 0.2236842105263158, 0.23281200631911533, 0.3, 0.1]","[0.48806897759103646, 0.3645427730876325, 0.5161557011430165, 0.36149951920466494]","[0.678003139865548, 0.70264461041551, 0.32132068, 0, 0, 0.84064718, 0, 0, 0, 0]"
50872.jpg,0.783333333,0.763888889,0.763888889,0.797222222,"[1.0, 0.13592233009708737, 0.2272931654676259, 0.15526315789473685, 0.11409622302158273, 0.1, 0.1]","[0.5840134317615936, 0.3460719687236275, 0.5875308135844266, 0.356001850811451]","[0.675094242073432, 0.699768254059494, 0, 0, 0, 0, 0, 0, 0, 0]"
50877.jpg,0.9,0.95,0.95,0.783333334,"[1.0, 0.22815533980582525, 0.28198593387471, 0.24210526315789474, 0.18802566705336426, 0.35, 0.1]","[0.2809276377217554, 0.1638803249811069, 0.3789143464810518, 0.21609235020916398]","[0.678015739537435, 0.696565385132908, 0.477789742, 0.499909582, 0, 0.40830073, 0, 0, 0, 0]"
50909.jpg,0.632258065,0.665591398,0.665591398,0.611827957,"[1.0, 0.18446601941747573, 0.17088378751319003, 0.2657894736842105, 0.07972313845291067, 0.25, 0.9]","[0.3771784890426759, 0.19938410776063664, 0.39827900551966594, 0.20729113187403642]","[0.67784615325642, 0.710329709786076, 0, 0, 0, 0, 0, 0, 0, 0]"
51039.jpg,0.635135135,0.578828829,0.578828829,0.637387388,"[0.0, 0.03398058252427184, 0.5943666922519601, 0.018421052631578946, 0.5943666922519601, 0.0, 0.0]","[0.3211733377561551, 0.13534635824990607, 0.3276148303557199, 0.1487492257935966]","[0.675258719017842, 0.700402753496254, 0.621813666, 0, 0, 0, 0, 0, 0, 0.926332288]"
51067.jpg,0.553846154,0.558974359,0.558974359,0.541880342,"[1.0, 0.0970873786407767, 0.4617763069929135, 0.05, 0.4327283059232518, 0.3, 0.4]","[0.49136312975894586, 0.163975730068165, 0.6475307658830346, 0.16228177123921889]","[0.674626312728621, 0.69796082552671, 0, 0, 0, 0.520805117, 0, 0, 0, 0]"
51199.jpg,0.636111111,0.628240741,0.628240741,0.64212963,"[1.0, 0.1262135922330097, 0.3728125, 0.18421052631578946, 0.08068684895833333, 0.25, 0.3]","[0.2112701330532213, 0.19083154771168978, 0.33578827103758174, 0.2852999869360921]","[0.678590704655347, 0.710846463810636, 0.163778503, 0.447084662, 0, 0, 0, 0, 0, 0]"
51473.jpg,0.593939394,0.615151515,0.615151515,0.564646465,"[1.0, 0.11650485436893204, 0.3278125, 0.10789473684210527, 0.21964518229166666, 0.25, 0.9]","[0.5012384120314792, 0.36154938016019667, 0.5328998800040851, 0.3779859295079239]","[0.677152977967458, 0.707680216586172, 0, 0, 0, 0.041684432, 0, 0, 0, 0.961331852]"
51504.jpg,0.638709677,0.641935484,0.641935484,0.63655914,"[1.0, 0.13592233009708737, 0.40696614583333335, 0.32894736842105265, 0.05873697916666667, 0.5, 0.1]","[0.17992717920501533, 0.17905660588687147, 0.30932345281862744, 0.2981214728062249]","[0.677909006865954, 0.7105695975952, 0.53089507, 0, 0, 0, 0, 0, 0, 0]"
51719.jpg,0.666666667,0.689814815,0.689814815,0.63425926,"[1.0, 0.19902912621359223, 0.170675339958159, 0.24210526315789474, 0.05873104079497908, 0.3, 0.1]","[0.3842143785224933, 0.2765981470085908, 0.45991107504717366, 0.30807808930990555]","[0.671616604114557, 0.686252226485384, 0, 0, 0, 0, 0, 0, 0, 0]"
52038.jpg,0.443243243,0.442342342,0.442342342,0.398336798,"[0.0, 0.038834951456310676, 0.2870268485915493, 0.021052631578947368, 0.2870268485915493, 0.0, 0.0]","[0.45565392823796186, 0.22801534131580525, 0.45731830525637485, 0.23700111342454663]","[0.469649597147821, 0.5399451721281, 0, 0, 0, 0, 0, 0, 0, 0]"
52122.jpg,0.671052632,0.690789474,0.690789474,0.717105264,"[1.0, 0.15048543689320387, 0.14028585271317828, 0.20526315789473684, 0.09955789728682171, 0.15, 0.1]","[0.43958929586327283, 0.24780814632088202, 0.48082296654126766, 0.26514762566728284]","[0.544523227224714, 0.565069402771796, 0, 0, 0, 0, 0, 0, 0, 0]"
52235.jpg,0.757142857,0.754761905,0.754761905,0.740476191,"[1.0, 0.1650485436893204, 0.3105317864806867, 0.20526315789473684, 0.07448699034334764, 0.35, 0.1]","[0.27795587370750774, 0.23493118746846406, 0.4127193785239418, 0.31717166014029463]","[0.679446296637008, 0.703005672421158, 0, 0, 0, 0.946595603, 0, 0, 0, 0]"
52478.jpg,0.70625,0.717708334,0.717708334,0.696875,"[1.0, 0.10679611650485436, 0.42577973887814313, 0.12368421052631579, 0.28333837040618953, 0.3, 0.1]","[0.2602947519587545, 0.30179257958050193, 0.29221938170819584, 0.3195826712442956]","[0.573500313777889, 0.60348189068598, 0, 0.757595653, 0, 0, 0, 0, 0, 0]"
53073.jpg,0.628571429,0.661904762,0.661904762,0.60952381,"[1.0, 0.20388349514563106, 0.17844335480093676, 0.14736842105263157, 0.28125, 0.35, 0.9]","[0.5820491710197592, 0.245127308305321, 0.641415168526427, 0.260417916946302]","[0.668510392312468, 0.674011309390092, 0, 0, 0, 0, 0, 0, 0, 0.943241114]"
53442.jpg,0.490322581,0.503225807,0.503225807,0.535483871,"[1.0, 0.14563106796116504, 0.254599609375, 0.14473684210526316, 0.195302734375, 0.2, 0.1]","[0.6733564259036948, 0.27010301300991446, 0.6962729651756536, 0.2638939534459137]","[0.678423772401063, 0.71147138031827, 0.116511936, 0, 0, 0.131785594, 0, 0, 0, 0]"
53525.jpg,0.648484849,0.703030304,0.703030304,0.667676768,"[1.0, 0.18932038834951456, 0.33240690331010453, 0.3157894736842105, 0.06938425522648084, 0.25, 0.1]","[0.2809404761904762, 0.23213067629149384, 0.33634562666530027, 0.27805267840343395]","[0.667690175912877, 0.670751332990806, 0, 0, 0, 0, 0, 0, 0, 0.959375]"
53734.jpg,0.617142857,0.68,0.68,0.656190476,"[1.0, 0.038834951456310676, 0.7600446428571429, 0.02631578947368421, 0.6401200234192037, 0.3, 0.1]","[0.12890879324702853, 0.23521307726823704, 0.16026497279239565, 0.29280058176578705]","[0.6709198691088, 0.683520701754196, 0, 0, 0, 0.743579068, 0, 0, 0, 0]"
53758.jpg,0.54375,0.532291667,0.532291667,0.56875,"[0.5, 0.038834951456310676, 0.3412306220343147, 0.02368421052631579, 0.3412306220343147, 0.05, 0.7]","[0.4485852051100814, 0.24099399723732023, 0.4579965638169468, 0.24703732501195397]","[0.674422259473788, 0.697171573546702, 0.464209204, 0, 0, 0.712667277, 0, 0, 0, 0]"
53986.jpg,0.631578947,0.635964912,0.635964912,0.697368421,"[1.0, 0.14563106796116504, 0.15269116052060738, 0.15, 0.13193126355748372, 0.15, 0.1]","[0.3713843662464986, 0.21839441384702427, 0.5006168788014121, 0.27756090220750584]","[0.677181926778366, 0.707791010459804, 0.853151943, 0, 0, 0, 0, 0, 0, 0]"
54184.jpg,0.69,0.722777778,0.722777778,0.678333334,"[1.0, 0.35436893203883496, 0.14009329331941545, 0.4763157894736842, 0.05871281315240084, 0.35, 0.1]","[0.35549867537376395, 0.2567129878803858, 0.47663009384338284, 0.32404217290282994]","[0.682156887230934, 0.698919337491204, 0, 0, 0, 0.542781748, 0, 0, 0, 0]"
54336.jpg,0.725806452,0.739247312,0.739247312,0.72311828,"[1.0, 0.07281553398058252, 0.3470854028697572, 0.0868421052631579, 0.16099613686534217, 0.25, 0.1]","[0.14932176984717938, 0.1575819973582425, 0.26888002910877373, 0.284702821398269]","[0.494715176063518, 0.557650764220074, 0, 0, 0, 0, 0, 0, 0, 0]"
54599.jpg,0.78,0.751904762,0.751904762,0.775714286,"[1.0, 0.12135922330097088, 0.241558837890625, 0.15, 0.136309814453125, 0.25, 0.1]","[0.20118673874044, 0.1682922908772124, 0.325471741919424, 0.24791588963542036]","[0.668084744998378, 0.672321033930114, 0, 0, 0, 0.50616236, 0, 0, 0, 0]"
54773.jpg,0.76,0.774444445,0.774444445,0.757777778,"[1.0, 0.17475728155339806, 0.2833796838407494, 0.1631578947368421, 0.1368779274004684, 0.3, 0.1]","[0.2407068570671512, 0.17409337031429606, 0.36384778091564496, 0.27270473637272336]","[0.675748684587859, 0.702290399731874, 0.460147328, 0.471870073, 0, 0, 0, 0, 0, 0]"
54774.jpg,0.508823529,0.543627451,0.543627451,0.528921569,"[1.0, 0.11650485436893204, 0.38772463002114166, 0.28157894736842104, 0.16706857822410148, 0.65, 0.6]","[0.2053387818542051, 0.21327568959698553, 0.2571148644447208, 0.2570735852384132]","[0.686730951812679, 0.686335820462186, 0.164886867, 0, 0, 0.629323334, 0, 0, 0, 0]"
55012.jpg,0.515151515,0.52020202,0.52020202,0.545454546,"[1.0, 0.06796116504854369, 0.5146354166666667, 0.09736842105263158, 0.20558919270833334, 0.5, 0.1]","[0.34608371872238824, 0.40778158183543545, 0.38320146548202616, 0.43255832570355146]","[0.526336639723883, 0.598432145914068, 0, 0, 0, 0, 0, 0, 0, 0]"
55242.jpg,0.668571429,0.691428572,0.691428572,0.672380953,"[1.0, 0.23786407766990292, 0.11190720140515223, 0.10789473684210527, 0.10095506440281031, 0.15, 0.1]","[0.39604341736694676, 0.23172555484243357, 0.6019936745189879, 0.2807852264299476]","[0.666767177063641, 0.667068617388298, 0, 0, 0, 0, 0, 0, 0, 0]"
55420.jpg,0.667647059,0.657352942,0.657352942,0.701470589,"[1.0, 0.19902912621359223, 0.15228271484375, 0.0868421052631579, 0.1841064453125, 0.2, 0.1]","[0.33625212585034014, 0.1517403572691093, 0.5482750387752757, 0.173726459945647]","[0.539810273045715, 0.558790828673328, 0, 0, 0, 0, 0, 0, 0, 0]"
55483.jpg,0.752631579,0.766666667,0.766666667,0.731578948,"[1.0, 0.5533980582524272, 0.17180003662332907, 0.95, 0.05106207654275774, 1.0, 0.1]","[0.3660758984444841, 0.2566985999016652, 0.460680601484322, 0.31230644510640426]","[0.675520344336803, 0.701411155541684, 0, 0, 0, 0.14543118, 0, 0, 0, 0.92519685]"
55530.jpg,0.35,0.508333334,0.508333334,0.313888889,"[1.0, 0.2524271844660194, 0.10004881450488146, 0.20789473684210527, 0.10525453277545328, 0.3, 0.9]","[0.518358843537415, 0.2697556716414998, 0.6474347909317144, 0.2725740905862628]","[0.546089316506143, 0.588741988796068, 0, 0, 0, 0.353575785, 0, 0, 0, 0]"
55541.jpg,0.67,0.696111111,0.696111111,0.668333334,"[1.0, 0.21359223300970873, 0.12734545454545454, 0.1868421052631579, 0.1350090909090909, 0.2, 0.9]","[0.4376343719305904, 0.2293974753274907, 0.4707078787878788, 0.23958444083488986]","[0.678869848317505, 0.696613306152582, 0, 0, 0, 0, 0, 0, 0, 0]"
55574.jpg,0.73125,0.730208334,0.730208334,0.730208334,"[1.0, 0.3592233009708738, 0.08293619791666666, 0.4763157894736842, 0.04370442708333333, 0.5, 0.3]","[0.386091567499483, 0.19715489118155066, 0.46117897263071894, 0.22019592891385034]","[0.522927696480715, 0.586356123005898, 0, 0, 0, 0, 0, 0, 0, 0.9875]"
55587.jpg,0.825,0.7875,0.7875,0.870833334,"[1.0, 0.32524271844660196, 0.109091796875, 0.28157894736842104, 0.09928385416666667, 0.15, 0.1]","[0.5545120131385888, 0.25240861111052254, 0.6429090456495098, 0.2512898862028985]","[0.681055971248165, 0.70249526947373, 0, 0, 0, 0, 0, 0, 0, 0.896875]"
55640.jpg,0.771428571,0.761904762,0.761904762,0.771428571,"[1.0, 0.2524271844660194, 0.29648681640625, 0.1763157894736842, 0.14976806640625, 0.2, 0.1]","[0.2661383303321328, 0.22799932084622315, 0.397992369408701, 0.3077256682644071]","[0.686945022076281, 0.74447331724394, 0, 0, 0, 0, 0, 0, 0, 0]"
55683.jpg,0.638235294,0.652450981,0.652450981,0.64754902,"[1.0, 0.18932038834951456, 0.17508274231678486, 0.09736842105263158, 0.22093273157102944, 0.15, 0.1]","[0.5808448960979741, 0.13314138224573638, 0.7496432662039672, 0.11370714956845958]","[0.678706419323782, 0.713607932405398, 0.445238218, 0, 0, 0, 0, 0, 0, 0]"
55729.jpg,0.674193548,0.675806452,0.675806452,0.670430108,"[1.0, 0.19902912621359223, 0.1918545081967213, 0.37894736842105264, 0.10202722482435597, 0.65, 0.1]","[0.2353265292603528, 0.19147238863628005, 0.2935260825641732, 0.2203906843488153]","[0.684385930007223, 0.680266202765376, 0.270518863, 0.425142589, 0, 0, 0, 0, 0, 0]"
55742.jpg,0.691428571,0.693333333,0.693333333,0.707619048,"[1.0, 0.16990291262135923, 0.28657877604166665, 0.46842105263157896, 0.060628255208333336, 0.6, 0.5]","[0.22955494697879153, 0.1930535747487307, 0.2918832337622549, 0.2504862032473128]","[0.676985960841639, 0.70704075651505, 0, 0, 0, 0.478609782, 0, 0, 0, 0.972736974]"
56468.jpg,0.597142857,0.560476191,0.560476191,0.598571429,"[1.0, 0.07766990291262135, 0.33214074803149607, 0.05526315789473684, 0.33188238188976377, 0.1, 0.1]","[0.3018029058470235, 0.15727089065050934, 0.44900791261386447, 0.23830736562613833]","[0.686846149014674, 0.744108322982494, 0, 0, 0.851930136, 0.871188812, 0, 0, 0, 0]"
56702.jpg,0.535294118,0.576470589,0.576470589,0.561764706,"[1.0, 0.33980582524271846, 0.17369878762541807, 0.4921052631578947, 0.049200459866220736, 0.4, 0.2]","[0.39456239226459816, 0.20929079793078362, 0.4788110490851859, 0.25426999479955265]","[0.669816658770061, 0.679178983869658, 0, 0, 0, 0, 0, 0, 0, 0]"
57023.jpg,0.66,0.687142857,0.687142857,0.682380953,"[1.0, 0.09223300970873786, 0.637507476076555, 0.13421052631578947, 0.4057491028708134, 0.35, 0.1]","[0.16253885115690112, 0.25168886008447783, 0.1929522000187635, 0.2845189900788509]","[0.677167385907401, 0.695401508636, 0, 0, 0, 0.47237596, 0, 0, 0, 0.90625]"
57843.jpg,0.418181818,0.476767677,0.476767677,0.347138047,"[1.0, 0.16990291262135923, 0.127375, 0.11315789473684211, 0.23248897058823528, 0.2, 0.9]","[0.41217018057222893, 0.2859682033469588, 0.5045722895040369, 0.27264643699149504]","[0.490035479737578, 0.50668686165798, 0, 0, 0, 0.948889309, 0, 0, 0, 0]"
57875.jpg,0.688235294,0.697058824,0.697058824,0.697058824,"[1.0, 0.09223300970873786, 0.4259782608695652, 0.06842105263157895, 0.14327898550724638, 0.25, 0.1]","[0.24888951515565574, 0.2547672402514799, 0.4275277777777778, 0.40941509371629475]","[0.642486506823763, 0.645426968721652, 0.259871816, 0, 0, 0, 0, 0, 0, 0]"
58416.jpg,0.6,0.663636364,0.663636364,0.628282829,"[1.0, 0.04854368932038835, 0.4703765869140625, 0.07105263157894737, 0.3403900146484375, 0.35, 0.2]","[0.1712952034746483, 0.13157902132276317, 0.20498267080269605, 0.16017712097714476]","[0.680266562727408, 0.716537800457072, 0, 0, 0, 0.848722823, 0, 0, 0, 0]"
58524.jpg,0.4,0.410784314,0.410784314,0.373453997,"[1.0, 0.1407766990291262, 0.22602105263157896, 0.16052631578947368, 0.08263157894736842, 0.1, 0.1]","[0.6577407727797001, 0.24166663746702838, 0.6709784107327141, 0.23551763156640199]","[0.678008526906733, 0.71094930684235, 0, 0, 0, 0, 0, 0, 0, 0]"
58894.jpg,0.532352941,0.584803922,0.584803922,0.540686275,"[1.0, 0.16019417475728157, 0.24947818396226415, 0.12894736842105264, 0.1636202830188679, 0.3, 0.8]","[0.5390194936670321, 0.24751826765341112, 0.6352593530336663, 0.18370232905953796]","[0.679281803441574, 0.715794482106434, 0, 0, 0, 0, 0, 0, 0, 0]"
59127.jpg,0.410810811,0.408108108,0.408108108,0.346546547,"[1.0, 0.10194174757281553, 0.45375710227272725, 0.04736842105263158, 0.3815802556818182, 0.1, 0.1]","[0.7191760795227182, 0.3007876688781521, 0.7400852272727272, 0.29978113621351316]","[0.676096269131171, 0.703627264394314, 0, 0, 0, 0, 0, 0, 0, 0.944634657]"
59484.jpg,0.736363636,0.726767677,0.726767677,0.721717172,"[1.0, 0.1650485436893204, 0.2711636314700245, 0.15263157894736842, 0.10805227303312347, 0.15, 0.1]","[0.27512090130169714, 0.1900997095577122, 0.43490181957754787, 0.30352412853073824]","[0.678637570618782, 0.713345971943572, 0.882110971, 0, 0, 0, 0, 0, 0, 0]"
59722.jpg,0.646666667,0.601111112,0.601111112,0.651111112,"[1.0, 0.1262135922330097, 0.22958738558352404, 0.15, 0.10810569221967964, 0.15, 0.1]","[0.3987687453029993, 0.31162559345136115, 0.4175785070893346, 0.3313819092391152]","[0.484492103339966, 0.563281912177912, 0, 0, 0, 0, 0, 0, 0, 0]"
60283.jpg,0.472727273,0.468686869,0.468686869,0.509090909,"[0.0, 0.038834951456310676, 0.4463027686403509, 0.021052631578947368, 0.4463027686403509, 0.0, 0.0]","[0.33663401666399045, 0.3329972777143656, 0.33562557780787755, 0.3348713421668375]","[0.519958505186859, 0.53385332514246, 0.22633277, 0, 0, 0.544396084, 0.612455947, 0, 0, 0]"
60392.jpg,0.45625,0.441666667,0.441666667,0.488541667,"[0.5, 0.024271844660194174, 0.7033613445378152, 0.02368421052631579, 0.5289456407563026, 0.0, 0.0]","[0.10432014472455649, 0.12919384612082782, 0.10892566217663535, 0.13334206163035273]","[0.519489143104931, 0.584742503912832, 0, 0, 0, 0, 0, 0, 0, 0]"
60459.jpg,0.775757576,0.766666667,0.766666667,0.796969697,"[1.0, 0.22815533980582525, 0.14515625, 0.3736842105263158, 0.0573328488372093, 0.45, 0.1]","[0.3998468720821662, 0.26283159519548577, 0.4371056486548108, 0.2685849221433365]","[0.675770467381944, 0.702374234300426, 0.419438987, 0.932227592, 0, 0.274423934, 0, 0, 0, 0]"
60491.jpg,0.75,0.726851852,0.726851852,0.768518519,"[1.0, 0.1796116504854369, 0.186944580078125, 0.2394736842105263, 0.0654205322265625, 0.3, 0.3]","[0.5164351414723193, 0.26465004276447934, 0.5318824199601716, 0.2750654744529428]","[0.677785174634579, 0.710096921894734, 0, 0, 0, 0, 0, 0, 0, 0]"
60505.jpg,0.505714286,0.476666667,0.476666667,0.543333334,"[0.0, 0.03398058252427184, 0.40139131701631703, 0.018421052631578946, 0.40139131701631703, 0.0, 0.0]","[0.20633753501400562, 0.14372565471154036, 0.20900733865807397, 0.14539449586569814]","[0.696791084302647, 0.667959820192996, 0.678650422, 0, 0, 0, 0, 0, 0, 0]"
60524.jpg,0.454545455,0.510101011,0.510101011,0.48989899,"[1.0, 0.04854368932038835, 0.7034941983122363, 0.05526315789473684, 0.31750395569620254, 0.05, 0.1]","[0.8004970280795245, 0.3136282364569807, 0.8074551946305949, 0.3233814268318962]","[0.6755048875485, 0.701351608734388, 0, 0, 0, 0, 0, 0, 0.666666667, 0.894606187]"
60587.jpg,0.816666667,0.791666667,0.791666667,0.808333334,"[1.0, 0.23786407766990292, 0.18803385416666665, 0.5184210526315789, 0.03181640625, 0.4, 0.1]","[0.40201268007202884, 0.26736454892436023, 0.44354395169526145, 0.2822527611205571]","[0.676835042636747, 0.706462572562068, 0.640137195, 0, 0, 0, 0, 0, 0, 0]"
60588.jpg,0.427777778,0.547222223,0.547222223,0.491666667,"[1.0, 0.18932038834951456, 0.36472611003861005, 0.16052631578947368, 0.30675675675675673, 0.35, 0.1]","[0.3369739018795924, 0.3032258489025688, 0.3734522390037096, 0.32165611173180175]","[0.571044806205977, 0.613912462057172, 0, 0, 0, 0.473097411, 0, 0, 0, 0]"
60932.jpg,0.585294118,0.552450981,0.552450981,0.581862746,"[1.0, 0.1407766990291262, 0.3952494114205121, 0.19736842105263158, 0.14266117969821673, 0.45, 0.1]","[0.21639468918880686, 0.23002630803066412, 0.2924884523256162, 0.2821768384037149]","[0.686332701560436, 0.71751896986526, 0, 0, 0, 0, 0, 0, 0, 0]"
60978.jpg,0.513888889,0.5625,0.5625,0.525462963,"[1.0, 0.10679611650485436, 0.2828898514851485, 0.06315789473684211, 0.36335860148514854, 0.1, 0.1]","[0.3581167466986795, 0.17525257337675765, 0.6664255727043292, 0.26171860253336]","[0.698015833507801, 0.666705101638136, 0, 0, 0, 0, 0, 0, 0, 0]"
61144.jpg,0.428571429,0.442857143,0.442857143,0.457142858,"[1.0, 0.11650485436893204, 0.17491301546391752, 0.07368421052631578, 0.21133698453608246, 0.2, 0.1]","[0.252152765868252, 0.18563117465969314, 0.31618359611885993, 0.2050562062853999]","[0.563662755245934, 0.53201465274399, 0, 0, 0, 0, 0, 0, 0, 0]"
61719.jpg,0.684090909,0.70189394,0.70189394,0.713257576,"[1.0, 0.20388349514563106, 0.13526252983293557, 0.16842105263157894, 0.08918183174224344, 0.15, 0.1]","[0.5388753789186909, 0.2880441862456311, 0.6480798411249942, 0.2934750803911775]","[0.672917974168191, 0.691332818909356, 0.532448896, 0, 0, 0.161384766, 0, 0, 0, 0]"
61744.jpg,0.61875,0.679166667,0.679166667,0.621875,"[1.0, 0.23786407766990292, 0.13823995044052864, 0.2578947368421053, 0.0660483204845815, 0.2, 0.1]","[0.3162289915966387, 0.17876972075669595, 0.4264407472790879, 0.2315734046082484]","[0.678632715786444, 0.701766497291336, 0, 0, 0, 0, 0, 0, 0, 0]"
61864.jpg,0.59,0.611666667,0.611666667,0.583888889,"[1.0, 0.2621359223300971, 0.09542733537904322, 0.34210526315789475, 0.04924795009809346, 0.2, 0.1]","[0.5073571597313624, 0.2005886178884039, 0.5502350988184398, 0.19592826757584944]","[0.677460776888072, 0.708857590460756, 0.543131053, 0, 0, 0.045101361, 0, 0, 0, 0]"
61912.jpg,0.64,0.610476191,0.610476191,0.691428572,"[0.0, 0.038834951456310676, 0.5282420749279539, 0.021052631578947368, 0.5282420749279539, 0.0, 0.0]","[0.6812038982259571, 0.24935403846165047, 0.6818541278182743, 0.25207963001958145]","[0.672443492769475, 0.689483626012042, 0.702895814, 0, 0, 0, 0, 0, 0, 0]"
62371.jpg,0.54,0.603333334,0.603333334,0.57,"[1.0, 0.1262135922330097, 0.572903435334873, 0.19210526315789472, 0.20106452078521939, 0.35, 0.2]","[0.2330237246413717, 0.30451019746815317, 0.27269822940723637, 0.35011803505903716]","[0.483220238849719, 0.552964107361958, 0, 0, 0, 0, 0, 0, 0, 0.94296875]"
62546.jpg,0.478787879,0.502020202,0.502020202,0.410334111,"[1.0, 0.019417475728155338, 0.875244140625, 0.010526315789473684, 0.8367903645833333, 0.15, 0.1]","[0.06525401827397626, 0.17119356857615628, 0.08485237949346405, 0.22441737233022158]","[0.677759692454837, 0.709999626431286, 0, 0, 0, 0.522811194, 0, 0, 0, 0]"
62561.jpg,0.467741936,0.465053764,0.465053764,0.373655915,"[1.0, 0.14563106796116504, 0.11139234197673259, 0.09736842105263158, 0.11857262876101785, 0.2, 0.1]","[0.5012907246231826, 0.24324735999160688, 0.5892437325792521, 0.2552712303958666]","[0.67813410440469, 0.71142822610132, 0.470355988, 0, 0, 0, 0, 0, 0, 0]"
62594.jpg,0.72,0.702857143,0.702857143,0.755238095,"[1.0, 0.05825242718446602, 0.33825804455445546, 0.010526315789473684, 0.689190129950495, 0.25, 0.2]","[0.6740551220488196, 0.2241384536593166, 0.7050763656328868, 0.21843026439193564]","[0.673094738425759, 0.692020790332508, 0, 0, 0, 0, 0, 0, 0, 0]"
62761.jpg,0.583333333,0.580555556,0.580555556,0.636111111,"[1.0, 0.1262135922330097, 0.2871246206968714, 0.15526315789473685, 0.15709950821387464, 0.3, 0.1]","[0.479281295851674, 0.3711209736634534, 0.5174180715500598, 0.3635459268838227]","[0.677466946337258, 0.70888117494033, 0, 0, 0, 0.63868657, 0, 0, 0, 0]"
63265.jpg,0.740625,0.750520834,0.750520834,0.734895834,"[1.0, 0.30097087378640774, 0.1281158447265625, 0.3605263157894737, 0.106982421875, 0.4, 0.7]","[0.43367599848928334, 0.28193283320491225, 0.5197221583946079, 0.31888071950370467]","[0.679677533348743, 0.71729552070454, 0.826866329, 0, 0, 0.376699111, 0, 0, 0, 0]"
63453.jpg,0.594117647,0.566666667,0.566666667,0.615686275,"[0.5, 0.10679611650485436, 0.11116998269896194, 0.05, 0.1333991133217993, 0.1, 0.1]","[0.48285059073134207, 0.285493669943367, 0.505505981155438, 0.28597694197690193]","[0.695790839093423, 0.697088042325326, 0, 0, 0, 0, 0, 0, 0, 0]"
63573.jpg,0.554545455,0.575252526,0.575252526,0.585353536,"[1.0, 0.2524271844660194, 0.12906908665105388, 0.3368421052631579, 0.07894467213114754, 0.25, 0.9]","[0.4870117957362586, 0.2075959956459362, 0.5443858629517381, 0.1974057516611881]","[0.474217759144088, 0.553182657123512, 0, 0, 0, 0.594880951, 0, 0, 0, 0]"
63621.jpg,0.456666667,0.500555556,0.500555556,0.483888889,"[1.0, 0.17475728155339806, 0.19552995740522836, 0.0868421052631579, 0.1894572779257241, 0.2, 0.1]","[0.45757077831132453, 0.23054841930588305, 0.6120581698132072, 0.24390300885061048]","[0.558099448171074, 0.627679219538972, 0, 0, 0, 0, 0, 0, 0, 0]"
63729.jpg,0.708823529,0.707352941,0.707352941,0.70245098,"[1.0, 0.2524271844660194, 0.17795303605313093, 0.5973684210526315, 0.028154648956356738, 0.65, 0.1]","[0.43946953781512604, 0.2502829125556629, 0.4669616679688953, 0.2693293695385588]","[0.676787536144857, 0.70628049880396, 0, 0, 0, 0, 0, 0, 0, 0.957212345]"
63888.jpg,0.432352941,0.446568628,0.446568628,0.466176471,"[1.0, 0.2815533980582524, 0.07334635416666667, 0.22631578947368422, 0.09504231770833334, 0.45, 0.9]","[0.5347909997332266, 0.24611960690872622, 0.5907614634395425, 0.2650163125959698]","[0.672006667832864, 0.68777795334976, 0, 0, 0, 0, 0, 0, 0, 0]"
64035.jpg,0.745454546,0.756565657,0.756565657,0.786868687,"[1.0, 0.1796116504854369, 0.1292578125, 0.2736842105263158, 0.09056640625, 0.05, 0.9]","[0.5884735144057623, 0.22800255130424724, 0.61416805810866, 0.24012227543425135]","[0.677471695465091, 0.708899329448158, 0, 0, 0, 0, 0, 0, 0, 0]"
64180.jpg,0.673529412,0.67009804,0.67009804,0.704411765,"[1.0, 0.10194174757281553, 0.16879093886462881, 0.060526315789473685, 0.20331263646288208, 0.05, 0.3]","[0.5866094995690584, 0.29336052454532136, 0.6209067690941005, 0.3049319853203714]","[0.486026927692966, 0.511921065143176, 0, 0, 0, 0, 0, 0, 0, 0.9734375]"
64270.jpg,0.658823529,0.692156863,0.692156863,0.67254902,"[1.0, 0.1262135922330097, 0.3710679945054945, 0.09736842105263158, 0.20257554945054945, 0.4, 0.2]","[0.18496830029721814, 0.17787391598978552, 0.28743804092149683, 0.24541259652235023]","[0.592693409633062, 0.659138220103054, 0.133006391, 0.609269445, 0, 0.689663445, 0, 0, 0, 0]"
64353.jpg,0.602941177,0.629901961,0.629901961,0.610294118,"[1.0, 0.13106796116504854, 0.22978645833333333, 0.18947368421052632, 0.09661458333333334, 0.45, 0.1]","[0.35741926578323635, 0.2633250505882641, 0.449155943627451, 0.31685809259190284]","[0.675316416534785, 0.6736894582972, 0, 0, 0, 0, 0, 0, 0, 0]"
64384.jpg,0.667647059,0.642647059,0.642647059,0.696568628,"[0.5, 0.10679611650485436, 0.19844097222222223, 0.1, 0.09304166666666666, 0.15, 0.2]","[0.38775808076039403, 0.26714707305473184, 0.37894084967320263, 0.26706063236980954]","[0.683740404512693, 0.705111153077032, 0.39120406, 0.093276759, 0, 0, 0, 0, 0, 0]"
